Date,Description,Amount,Balance,Type,Category,Source,Notes
2022-06-06,Pwp Amazon Tips Privacycom,-10.0,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-06,Pwp Amzn Mktp U Privacycom,-58.99,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-06,Pwp Quicknode A Privacycom,-99.0,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-06,Pwp Amazon.Com* Privacycom,-169.7,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-06,Pwp Amazon.Com* Privacycom,-193.04,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-06,Pwp Amzn Mktp U Privacycom,-268.07,202233.45,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-07,Purchase - Uber Trip Help.Uber.Com CA,-30.96,202202.49,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-08,Medium.Com Medium.Com,0.32,,Credit,,2022-06_wells-fargo_checking.csv,
2022-06-08,WT Fed - Jpmorgan Chase Ban - Popstand Inc,5000.0,,Credit,,2022-06_wells-fargo_checking.csv,
2022-06-08,WT Fed - Jpmorgan Chase Ban - Popstand Inc,6500.0,,Credit,,2022-06_wells-fargo_checking.csv,
2022-06-08,Wire Trans Svc Charge,-15.0,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-08,Wire Trans Svc Charge,-15.0,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-08,Purchase - Uber Eats Help.Uber.Com CA,-120.37,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-08,Purchase - Apple.Com/Bill 800-275-2273 CA,-103.96,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-08,Purchase - Tesla_US_Service 877-7983752 CA,-50.0,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-08,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,-39.99,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-08,Purchase - Sunbelt Rentals 14 Fillmore CA,-2000.0,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-08,Pwp Amzn Mktp U Privacycom,-42.89,211315.60,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-09,Pwp Netflix.Com Privacycom,-15.49,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-09,Pwp Amzn Mktp U Privacycom,-18.22,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-09,Pwp Amazon.Com* Privacycom,-21.44,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-09,So Cal Gas Paid,-36.15,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-09,Pwp Amazon.Com* Privacycom,-87.12,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-09,So Cal Edison CO Bill Paymt,-202.27,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-09,Pwp Heroku Apr- Privacycom,-273.7,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-09,Business to Business ACH Debit - Lowes Brc CC Lowtelpay,-1063.93,209597.28,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-10,Purchase - Apple.Com/Bill 866-712-7753 CA,-102.97,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-10,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,-4.99,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-10,Purchase - Tesla_US_Service 877-7983752 CA,-1483.3,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-10,Purchase - Ush Parking Rc Universal Cit CA,-10.0,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-10,Zelle to Juan,-55.0,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-10,Pwp Amazon Tips Privacycom,-7.0,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-10,Pwp Amzn Mktp U Privacycom,-16.08,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-10,Chase Credit Crd Epay,-2318.49,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-10,Pwp Heroku May- Privacycom,-145.8,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-10,Wells Fargo Auto Fee & Pmts,-602.0,204851.65,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-13,Non-WF ATM Balance Inquiry Fee,-2.5,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-13,WT Fed - Jpmorgan Chase Ban - Popstand Inc,5000.0,,Credit,,2022-06_wells-fargo_checking.csv,
2022-06-13,Wire Trans Svc Charge,-15.0,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-13,Purchase - Tst* Dongpo Kitche Universal Cit CA,-113.97,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-13,Purchase - Uber Eats Help.Uber.Com CA,-132.74,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-13,Recurring Payment - Tesla Inc. Palo Alto CA,-9.99,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-13,Non-WF ATM Withdrawal - 1515 S. LA Brea Avenue Los Angeles CA,-102.5,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-13,Non-Wells Fargo ATM Transaction Fee,-2.5,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-13,Purchase - Tesla Inc Supercha 877-7983752 CA,-17.4,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-13,Zelle to Everardo,-180.0,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-13,Stash Capital (S ACH,-1.0,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-13,Pwp Amazon Tips Privacycom,-7.0,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-13,Pwp Amzn Mktp U Privacycom,-10.71,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-13,Pwp Google *Dom Privacycom,-76.0,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-13,Pwp Amazon.Com* Privacycom,-135.87,209044.47,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-14,Purchase - Chargepoint 30 Campbell CA,-0.89,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-14,Purchase - Apple.Com/Bill 866-712-7753 CA,-79.98,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-14,Purchase - Manhattan Beach PA Manhattan Bea CA,-2.0,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-14,Business to Business ACH Debit - Truebill Premium,-7.0,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-14,Pwp Amazon.Com* Privacycom,-23.19,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-14,Pwp Amazon.Com* Privacycom,-118.81,208812.60,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-15,Popstand Inc Payroll,2210.83,,Credit,,2022-06_wells-fargo_checking.csv,
2022-06-15,Gusto Pay 222965,6567.47,,Credit,,2022-06_wells-fargo_checking.csv,
2022-06-15,Purchase - 12. Manhattan Beac Manhattan Bea CA,-142.9,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-15,Purchase - Manhattan Beach PA Manhattan Bea CA,-2.0,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-15,Pwp Amazon Tips Privacycom,-7.0,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-15,Pwp Amzn Mktp U Privacycom,-8.47,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-15,Pwp Amazon.Com* Privacycom,-71.25,217359.28,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-16,Purchase Return - Sunbelt Rentals 14 Fillmore CA,890.29,,Credit,,2022-06_wells-fargo_checking.csv,
2022-06-16,Purchase - ATT* Bill Payment 800-331-0500 TX,-137.47,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-16,Purchase - Apple.Com/Bill 866-712-7753 CA,-2.99,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-16,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,-9.99,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-16,Purchase - Patagonia-Ventura Ventura CA,-396.52,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-16,Purchase - Wholefds Oxn #1031 Oxnard CA,-22.68,217679.92,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-17,Purchase - Uber Trip Help.Uber.Com CA,-54.26,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-17,Purchase - Pedalers Fork Bike Calabasas CA,-4046.03,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-17,Purchase - Apple.Com/Bill 866-712-7753 CA,-17.98,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-17,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,-4.99,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-17,Purchase - Sp Iron and Resin 180-56289020 CA,-36.64,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-17,Pwp Amazon.Com* Privacycom,-111.89,213408.13,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-21,WT Fed - Jpmorgan Chase Ban - Popstand Inc,3000.0,,Credit,,2022-06_wells-fargo_checking.csv,
2022-06-21,Wire Trans Svc Charge,-15.0,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-21,Purchase - Pedalers Fork Bike Calabasas CA,-5256.0,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-21,Purchase - Dargans Irish Pub Ventura CA,-312.0,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-21,Purchase - Ubr Postmates Help.Uber.Com CA,-31.19,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-21,Purchase - Uber Trip Help.Uber.Com CA,-77.59,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-21,Purchase - Uber Eats Help.Uber.Com CA,-81.07,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-21,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,-2.99,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-21,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,-2.99,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-21,Purchase - Fandango 8668575191 CA,-36.16,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-21,Purchase - Fandango 8668575191 CA,-50.76,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-21,Purchase - Ipic Westwood WWW.Ipic.Com FL,-43.5,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-21,Pwp Amazon Tips Privacycom,-7.0,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-21,Pwp Amazon Tips Privacycom,-7.0,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-21,Pwp Amazon Tips Privacycom,-7.0,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-21,Pwp Blink Privacycom,-10.0,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-21,Pwp Amazon.Com* Privacycom,-114.89,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-21,Pwp Amazon.Com* Privacycom,-116.25,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-21,Chase Credit Crd Epay,-2500.28,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-21,Pwp Amzn Mktp U Privacycom,-395.75,207340.71,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-22,Purchase - Apple.Com/Bill 866-712-7753 CA,-34.98,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-22,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,-9.99,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-22,Pwp Amazon.Com* Privacycom,-82.01,207213.73,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-23,Purchase - Ipic Westwood - Ci Los Angeles CA,-75.01,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-23,Pwp Amazon Tips Privacycom,-5.0,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-23,Business to Business ACH Debit - Lowes Brc CC Lowtelpay,-1851.86,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-23,Wells Fargo Auto Fee & Pmts,-602.0,204679.86,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-24,Purchase - Adidas US Online S 800-9829337 OR,-246.68,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-24,Recurring Payment - Turf Exchange Inc,-1865.47,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-24,Zelle to Ed,-1200.0,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-24,Zelle to Juan,-55.0,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-24,Pwp Amzn Mktp U Privacycom,-113.65,201199.06,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-27,WT Fed - Jpmorgan Chase Ban - Popstand Inc,5000.0,,Credit,,2022-06_wells-fargo_checking.csv,
2022-06-27,Wire Trans Svc Charge,-15.0,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-27,Purchase - Apple.Com/Bill 866-712-7753 CA,-99.98,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-27,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,-15.99,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-27,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,-9.99,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-27,Zelle to Everardo,-700.0,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-27,Pwp Amzn Mktp U Privacycom,-19.29,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-27,Pwp Amzn Mktp U Privacycom,-34.09,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-27,Pwp Amzn Mktp U Privacycom,-46.46,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-27,Pwp Amazon.Com* Privacycom,-51.36,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-27,Pwp Amzn Mktp U Privacycom,-52.52,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-27,Pwp Amazon.Com* Privacycom,-125.28,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-27,Venmo Payment,-1850.0,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-27,Chase Credit Crd Epay,-2403.26,200775.84,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-28,Zelle to Ed,-295.0,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-28,Pwp Amazon Tips Privacycom,-7.0,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-28,Pwp Amzn Mktp U Privacycom,-28.95,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-28,Pwp Amzn Mktp U Privacycom,-78.7,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-28,Pwp Amazon.Com* Privacycom,-146.37,200219.82,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-29,Purchase - Uber Eats Help.Uber.Com CA,-85.31,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-29,Pwp Slack T0265 Privacycom,-8.0,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-29,Pwp Amazon.Com* Privacycom,-15.22,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-29,Business to Business ACH Debit - Lowes Brc CC Lowtelpay,-406.48,199704.81,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-30,Gusto Pay 678102,5204.61,,Credit,,2022-06_wells-fargo_checking.csv,
2022-06-30,Purchase - Best Buy #112 Thousand Oaks CA,-1412.65,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-30,ATM Withdrawal - 220 N Moorpark Rd Thousand Oaks CA,-1000.0,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-30,Pwp Amazon Tips Privacycom,-7.0,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-30,Pwp Amazon.Com* Privacycom,-110.11,,Debit,,2022-06_wells-fargo_checking.csv,
2022-06-30,Interest Payment,1.7,202381.36,Credit,,2022-06_wells-fargo_checking.csv,
